price,price_per_m2,area,district,floors,toilets,bedrooms,balcony,street_frontage,legal,interior,date,district_encoded
"6,05 tỷ","~75,62 triệu/m²",80.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"20,8 tỷ","~305,88 triệu/m²",68.0,Tây Hồ,3 tầng,3 phòng,3 phòng,1,5.0,1,1,2025-03-04,23
"22,8 tỷ","~350,77 triệu/m²",65.0,Long Biên,7 tầng,,4 phòng,0,5.0,1,1,2025-03-04,10
"42,5 tỷ","~708,33 triệu/m²",60.0,Hoàn Kiếm,5 tầng,,,0,0.0,1,1,2025-03-04,7
"10,8 tỷ","~166,15 triệu/m²",65.0,Hoàng Mai,4 tầng,3 phòng,4 phòng,0,3.5,1,1,2025-03-04,8
"7,5 tỷ","~73,67 triệu/m²",101.8,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,20
"5,8 tỷ","~193,33 triệu/m²",30.0,Hoàng Mai,5 tầng,3 phòng,3 phòng,0,3.4,1,1,2025-03-04,8
"18,2 tỷ","~369,92 triệu/m²",49.2,Thanh Xuân,4 tầng,,4 phòng,1,4.7,1,0,2025-03-04,20
"2,95 tỷ","~62,77 triệu/m²",47.0,Hà Đông,5 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-04,9
"15,5 tỷ","~221,43 triệu/m²",70.0,Hà Đông,,,,0,7.0,1,1,2025-03-04,9
"15,5 tỷ","~206,67 triệu/m²",75.0,Nam Từ Liêm,,21 phòng,21 phòng,0,0.0,1,1,2025-03-04,12
Thỏa thuận,,320.0,Tây Hồ,,,,0,0.0,1,0,2025-03-04,23
"20,8 tỷ","~452,17 triệu/m²",46.0,Đống Đa,5 tầng,3 phòng,4 phòng,0,4.7,1,1,2025-03-04,26
Thỏa thuận,,80.0,Hoài Đức,5 tầng,5 phòng,5 phòng,0,5.0,1,0,2025-03-04,6
145 tỷ,~725 triệu/m²,200.0,Hai Bà Trưng,10 tầng,,,0,7.0,1,1,2025-03-04,5
70 tỷ,"~421,69 triệu/m²",166.0,Nam Từ Liêm,,5 phòng,9 phòng,1,8.0,1,1,2025-03-04,12
"6,1 tỷ","~84,72 triệu/m²",72.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,0,0,2025-03-04,20
"50,5 tỷ","~280,56 triệu/m²",180.0,Thanh Xuân,,,,0,9.5,1,0,2025-03-04,20
Thỏa thuận,,100.0,Hà Đông,,,,0,0.0,0,0,2025-03-04,9
66 tỷ,"~425,81 triệu/m²",155.0,Cầu Giấy,4 tầng,6 phòng,6 phòng,0,10.0,1,1,2025-03-04,3
"38,5 tỷ","~157,14 triệu/m²",245.0,Hà Đông,4 tầng,5 phòng,6 phòng,0,12.0,1,0,2025-03-04,9
Thỏa thuận,,340.0,Hai Bà Trưng,,,,0,0.0,1,1,2025-03-04,5
"2,9 tỷ","~52,54 triệu/m²",55.2,Gia Lâm,,1 phòng,2 phòng,1,0.0,1,1,2025-03-04,4
"70,2 triệu/m²","~5,97 tỷ",85.0,Đống Đa,,1 phòng,2 phòng,1,0.0,1,1,2025-03-04,26
"12,5 tỷ","~142,04 triệu/m²",88.0,Tây Hồ,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,23
"3,05 tỷ","~44,85 triệu/m²",68.0,Đông Anh,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,25
"3,96 tỷ","~61,67 triệu/m²",64.2,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,4
560 triệu/m²,"~134,4 tỷ",240.0,Tây Hồ,3 tầng,4 phòng,4 phòng,1,0.0,1,0,2025-03-04,23
Thỏa thuận,,172.2,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,3
Thỏa thuận,,125.7,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,0,1,2025-03-04,1
"10,8 tỷ","~100,94 triệu/m²",107.0,Tây Hồ,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,23
17 tỷ,"~226,67 triệu/m²",75.0,Gia Lâm,4 tầng,4 phòng,4 phòng,0,0.0,1,0,2025-03-04,4
"3,48 tỷ","~41,43 triệu/m²",84.0,Hà Đông,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,9
Thỏa thuận,,114.2,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,3
"8,5 tỷ","~157,41 triệu/m²",54.0,Tây Hồ,5 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-04,23
"27,6 tỷ",~345 triệu/m²,80.0,Đống Đa,7 tầng,8 phòng,5 phòng,1,8.0,1,1,2025-03-04,26
"19,8 tỷ",~360 triệu/m²,55.0,Đống Đa,4 tầng,3 phòng,4 phòng,0,3.6,0,1,2025-03-04,26
150 tỷ,"~212,77 triệu/m²",705.0,Long Biên,5 tầng,,,0,5.0,1,1,2025-03-04,10
"7,65 tỷ","~201,32 triệu/m²",38.0,Thanh Xuân,6 tầng,,,0,4.0,1,0,2025-03-04,20
"13,6 tỷ","~335,8 triệu/m²",40.5,Hà Đông,3 tầng,,,0,4.5,1,0,2025-03-04,9
"5,8 tỷ","~67,44 triệu/m²",86.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"4,3 tỷ","~49,71 triệu/m²",86.5,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
8 tỷ,"~72,73 triệu/m²",110.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,3
10 tỷ,"~121,95 triệu/m²",82.0,Thường Tín,5 tầng,6 phòng,5 phòng,1,5.0,1,0,2025-03-04,21
"17,33 tỷ","~320,98 triệu/m²",54.0,Cầu Giấy,9 tầng,,,0,0.0,1,0,2025-03-04,3
Thỏa thuận,,56.0,Nam Từ Liêm,,1 phòng,2 phòng,1,0.0,0,1,2025-03-04,12
Thỏa thuận,,123.0,Hà Đông,,2 phòng,3 phòng,1,0.0,0,1,2025-03-04,9
18 tỷ,~240 triệu/m²,75.0,Hoàng Mai,5 tầng,5 phòng,6 phòng,0,5.5,1,1,2025-03-04,8
"22,45 tỷ",~449 triệu/m²,50.0,Cầu Giấy,8 tầng,,,0,56.0,0,0,2025-03-04,3
4 tỷ,"~54,8 triệu/m²",73.0,Long Biên,,2 phòng,2 phòng,0,0.0,0,0,2025-03-04,10
18 tỷ,~225 triệu/m²,80.0,Nam Từ Liêm,,,,0,0.0,1,0,2025-03-04,12
"3,8 tỷ","~59,38 triệu/m²",64.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"12,7 tỷ","~276,09 triệu/m²",46.0,Tây Hồ,6 tầng,,,0,0.0,1,1,2025-03-04,23
Thỏa thuận,,120.0,Hà Đông,,,,0,6.0,1,1,2025-03-04,9
19 tỷ,~190 triệu/m²,100.0,Gia Lâm,3 tầng,,,0,0.0,1,1,2025-03-04,4
"3,6 tỷ","~57,14 triệu/m²",63.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,0,2025-03-04,12
Thỏa thuận,,150.0,Hai Bà Trưng,10 tầng,10 phòng,9 phòng,0,8.0,1,1,2025-03-04,5
"55,6 tỷ","~539,81 triệu/m²",103.0,Thanh Xuân,9 tầng,,,0,6.0,1,0,2025-03-04,20
8 tỷ,~200 triệu/m²,40.0,Bắc Từ Liêm,,,,0,0.0,1,0,2025-03-04,1
Thỏa thuận,,60.0,Ba Đình,8 tầng,8 phòng,6 phòng,0,5.5,1,1,2025-03-04,0
"6,75 tỷ","~73,77 triệu/m²",91.5,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
Thỏa thuận,,108.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,12
"6,6 tỷ","~88,47 triệu/m²",74.6,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,4
"3,8 tỷ","~84,44 triệu/m²",45.0,Hai Bà Trưng,,1 phòng,1 phòng,0,0.0,0,1,2025-03-04,5
"6,5 tỷ","~89,04 triệu/m²",73.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"8,5 tỷ","~81,73 triệu/m²",104.0,Mê Linh,,,,0,6.0,1,0,2025-03-04,11
Thỏa thuận,,96.0,Đan Phượng,4 tầng,3 phòng,5 phòng,1,8.0,1,0,2025-03-04,24
"2,4 tỷ","~53,33 triệu/m²",45.0,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-04,4
65 tỷ,"~290,18 triệu/m²",224.0,Bắc Từ Liêm,4 tầng,6 phòng,5 phòng,0,12.0,1,1,2025-03-04,1
11 tỷ,"~137,5 triệu/m²",80.0,Thường Tín,5 tầng,,,0,0.0,1,0,2025-03-04,21
238 tỷ,"~689,86 triệu/m²",345.0,Hoàn Kiếm,2 tầng,,,0,0.0,1,1,2025-03-04,7
"3,15 tỷ","~53,39 triệu/m²",59.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,12
"4,95 tỷ",~165 triệu/m²,30.0,Hoàng Mai,5 tầng,5 phòng,5 phòng,0,3.82,1,1,2025-03-04,8
Thỏa thuận,,82.1,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-04,4
26 tỷ,"~175,68 triệu/m²",148.0,Gia Lâm,,,,0,8.2,1,0,2025-03-04,4
"5,2 tỷ","~66,67 triệu/m²",78.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
9 tỷ,"~84,91 triệu/m²",106.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,0,2025-03-04,20
"12,8 tỷ","~85,33 triệu/m²",150.0,Hai Bà Trưng,,2 phòng,4 phòng,1,0.0,1,1,2025-03-04,5
"8,66 tỷ","~82,48 triệu/m²",105.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,20
"4,25 tỷ","~56,74 triệu/m²",74.9,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"9,9 tỷ","~57,22 triệu/m²",173.0,Cầu Giấy,,3 phòng,4 phòng,1,0.0,1,1,2025-03-04,3
"6,7 tỷ","~56,78 triệu/m²",118.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,0,0,2025-03-04,12
"18,9 tỷ",~300 triệu/m²,63.0,Thanh Xuân,6 tầng,5 phòng,7 phòng,0,4.0,1,0,2025-03-04,20
Thỏa thuận,,192.0,Nam Từ Liêm,,3 phòng,4 phòng,1,0.0,1,1,2025-03-04,12
"13,2 tỷ","~146,67 triệu/m²",90.0,Tây Hồ,3 tầng,3 phòng,3 phòng,0,4.0,1,0,2025-03-04,23
"5,55 tỷ","~67,68 triệu/m²",82.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
5 tỷ,"~74,63 triệu/m²",67.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"4,2 tỷ","~70,59 triệu/m²",59.5,Nam Từ Liêm,,,3 phòng,0,0.0,1,1,2025-03-04,12
"4,85 tỷ","~146,97 triệu/m²",33.0,Bắc Từ Liêm,1 tầng,,,0,6.0,1,1,2025-03-04,1
"7,2 tỷ","~67,92 triệu/m²",106.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,20
"13,89 tỷ","~252,54 triệu/m²",55.0,Hà Đông,2 tầng,2 phòng,2 phòng,0,5.0,1,1,2025-03-04,9
157 tỷ,"~392,5 triệu/m²",400.0,Tây Hồ,4 tầng,4 phòng,4 phòng,0,15.0,1,0,2025-03-04,23
30 tỷ,"~319,15 triệu/m²",94.0,Hai Bà Trưng,5 tầng,,6 phòng,1,0.0,1,1,2025-03-04,5
5 tỷ,"~65,79 triệu/m²",76.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"6,7 tỷ","~83,75 triệu/m²",80.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,20
17 tỷ,"~207,32 triệu/m²",82.0,Nam Từ Liêm,3 tầng,,,0,6.0,1,1,2025-03-04,12
"15,6 tỷ","~216,67 triệu/m²",72.0,Đống Đa,7 tầng,17 phòng,17 phòng,0,4.5,1,1,2025-03-04,26
"9,3 tỷ","~66,43 triệu/m²",140.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,0,2025-03-04,3
Thỏa thuận,,200.0,Nam Từ Liêm,5 tầng,5 phòng,5 phòng,0,0.0,1,1,2025-03-04,12
"4,39 tỷ","~175,6 triệu/m²",25.0,Thanh Xuân,5 tầng,3 phòng,3 phòng,0,5.0,1,1,2025-03-04,20
250 triệu/m²,"~16,25 tỷ",65.0,Đông Anh,5 tầng,,,0,5.0,1,1,2025-03-04,25
Thỏa thuận,,36.0,Tây Hồ,5 tầng,,,0,6.29,1,1,2025-03-04,23
"3,95 tỷ","~62,5 triệu/m²",63.2,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"3,6 tỷ","~59,98 triệu/m²",60.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,0,2025-03-04,12
15 tỷ,"~189,87 triệu/m²",79.0,Đống Đa,8 tầng,18 phòng,18 phòng,0,6.0,1,1,2025-03-04,26
33 tỷ,~825 triệu/m²,40.0,Hai Bà Trưng,6 tầng,,,0,5.0,1,1,2025-03-04,5
"8,5 tỷ","~89,47 triệu/m²",95.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,3
Thỏa thuận,,96.8,Hoài Đức,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,6
"6,35 tỷ","~77,44 triệu/m²",82.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"2,5 tỷ","~54,35 triệu/m²",46.0,Nam Từ Liêm,,,1 phòng,0,0.0,0,1,2025-03-04,12
"1,8 tỷ","~56,43 triệu/m²",31.9,Nam Từ Liêm,,,,1,0.0,1,1,2025-03-04,12
6 tỷ,"~181,82 triệu/m²",33.0,Hà Đông,5 tầng,5 phòng,3 phòng,0,0.0,1,0,2025-03-04,9
"4,5 tỷ","~71,43 triệu/m²",63.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,3
"5,3 tỷ","~67,95 triệu/m²",78.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,0,2025-03-04,12
9 tỷ,~120 triệu/m²,75.0,Ba Đình,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,0
"24,2 tỷ","~620,51 triệu/m²",39.0,Đống Đa,7 tầng,,,1,7.0,1,0,2025-03-04,26
Thỏa thuận,,91.0,Hà Đông,,,,0,0.0,1,0,2025-03-04,9
135 triệu/m²,"~18,5 tỷ",137.0,Tây Hồ,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,23
"20,8 tỷ","~472,73 triệu/m²",44.0,Đống Đa,5 tầng,,,1,4.7,1,0,2025-03-04,26
"6,2 tỷ","~45,93 triệu/m²",135.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"6,1 tỷ","~59,22 triệu/m²",103.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,0,1,2025-03-04,12
"12,5 tỷ","~304,88 triệu/m²",41.0,Long Biên,6 tầng,3 phòng,3 phòng,1,7.23,1,1,2025-03-04,10
Thỏa thuận,,50.0,Hà Đông,6 tầng,11 phòng,10 phòng,1,0.0,1,1,2025-03-04,9
"4,5 tỷ","~67,16 triệu/m²",67.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"6,45 tỷ","~146,59 triệu/m²",44.0,Hoàng Mai,,,4 phòng,0,0.0,1,1,2025-03-04,8
"5,9 tỷ","~63,44 triệu/m²",93.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"8,68 tỷ","~63,87 triệu/m²",135.9,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,20
26 tỷ,"~213,12 triệu/m²",122.0,Nam Từ Liêm,4 tầng,,4 phòng,0,12.0,1,1,2025-03-04,12
"8,65 tỷ","~59,66 triệu/m²",145.0,Thanh Xuân,,3 phòng,4 phòng,0,0.0,1,1,2025-03-04,20
"7,2 tỷ","~65,46 triệu/m²",110.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"5,2 tỷ","~57,78 triệu/m²",90.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,20
"6,9 tỷ","~58,97 triệu/m²",117.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,3
"5,2 tỷ","~152,94 triệu/m²",34.0,Bắc Từ Liêm,5 tầng,4 phòng,3 phòng,0,4.0,1,1,2025-03-04,1
11 tỷ,"~69,18 triệu/m²",159.0,Cầu Giấy,,3 phòng,3 phòng,0,0.0,1,1,2025-03-04,3
"3,6 tỷ","~65,46 triệu/m²",55.0,Nam Từ Liêm,,1 phòng,2 phòng,1,0.0,0,0,2025-03-04,12
"4,5 tỷ","~72,23 triệu/m²",62.3,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,12
"4,8 tỷ","~61,54 triệu/m²",78.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"22,8 tỷ",~380 triệu/m²,60.0,Long Biên,6 tầng,4 phòng,5 phòng,1,5.2,1,1,2025-03-04,10
"4,35 tỷ","~34,52 triệu/m²",126.0,Chương Mỹ,,,,0,7.8,0,1,2025-03-04,2
"3,6 tỷ","~109,09 triệu/m²",33.0,Chương Mỹ,5 tầng,4 phòng,4 phòng,0,6.6,0,0,2025-03-04,2
"29,9 tỷ","~233,59 triệu/m²",128.0,Bắc Từ Liêm,5 tầng,,7 phòng,0,7.0,1,0,2025-03-04,1
30 tỷ,~250 triệu/m²,120.0,Bắc Từ Liêm,6 tầng,,,0,0.0,1,0,2025-03-04,1
"15,5 tỷ","~281,82 triệu/m²",55.0,Long Biên,6 tầng,4 phòng,4 phòng,1,3.8,1,1,2025-03-04,10
"15,5 tỷ","~114,82 triệu/m²",135.0,Tây Hồ,,3 phòng,4 phòng,1,0.0,1,1,2025-03-04,23
"6,3 tỷ","~50,4 triệu/m²",125.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
"10,25 tỷ",~125 triệu/m²,82.0,Hoàng Mai,2 tầng,2 phòng,2 phòng,0,5.7,1,1,2025-03-04,8
Thỏa thuận,,56.5,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,0,2025-03-04,4
"12,99 tỷ","~236,18 triệu/m²",55.0,Tây Hồ,7 tầng,7 phòng,5 phòng,0,6.0,1,0,2025-03-04,23
"5,85 tỷ","~177,27 triệu/m²",33.0,Long Biên,5 tầng,4 phòng,3 phòng,0,4.2,1,1,2025-03-04,10
"4,5 tỷ","~83,33 triệu/m²",54.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"8,9 tỷ","~93,68 triệu/m²",95.0,Hai Bà Trưng,,1 phòng,3 phòng,1,0.0,1,1,2025-03-04,5
"7,9 tỷ","~183,72 triệu/m²",43.0,Cầu Giấy,5 tầng,3 phòng,3 phòng,0,6.0,1,1,2025-03-04,3
Thỏa thuận,,78.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
160 tỷ,"~266,67 triệu/m²",600.0,Tây Hồ,,,,0,10.0,0,0,2025-03-04,23
"6,9 tỷ","~111,29 triệu/m²",62.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,20
"5,8 tỷ","~72,5 triệu/m²",80.0,Hai Bà Trưng,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,5
15 tỷ,"~121,95 triệu/m²",123.0,Tây Hồ,,2 phòng,3 phòng,0,0.0,0,1,2025-03-04,23
Thỏa thuận,,150.0,Tây Hồ,,2 phòng,3 phòng,0,0.0,0,0,2025-03-04,23
Thỏa thuận,,105.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,9
Thỏa thuận,,390.0,Hoàn Kiếm,4 tầng,,,0,10.0,1,1,2025-03-04,7
168 triệu/m²,"~10,08 tỷ",60.0,Nam Từ Liêm,,,,0,6.0,1,1,2025-03-04,12
"2,6 tỷ","~48,69 triệu/m²",53.4,Hà Đông,,1 phòng,2 phòng,0,0.0,1,1,2025-03-04,9
"6,5 tỷ","~55,08 triệu/m²",118.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,12
48 tỷ,"~208,7 triệu/m²",230.0,Hoàn Kiếm,1 tầng,1 phòng,1 phòng,0,8.0,1,1,2025-03-04,7
Thỏa thuận,,124.3,Hai Bà Trưng,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,5
29 tỷ,~250 triệu/m²,116.0,Bắc Từ Liêm,,,,0,0.0,1,0,2025-03-04,1
"3,08 tỷ","~47,38 triệu/m²",65.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,0,2025-03-04,20
"9,5 tỷ","~74,22 triệu/m²",128.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,20
"7,9 tỷ","~59,4 triệu/m²",133.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-04,12
"5,9 tỷ","~73,75 triệu/m²",80.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
"5,3 tỷ","~69,64 triệu/m²",76.1,Đống Đa,,1 phòng,2 phòng,1,0.0,1,1,2025-03-04,26
10 tỷ,~80 triệu/m²,125.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,0,1,2025-03-04,20
"3,5 tỷ","~55,56 triệu/m²",63.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,12
88 triệu/m²,"~6,16 tỷ",70.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,20
"8,8 tỷ","~83,81 triệu/m²",105.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,20
"9,59 tỷ","~165,34 triệu/m²",58.0,Thanh Xuân,5 tầng,3 phòng,4 phòng,0,5.3,1,1,2025-03-04,20
8 tỷ,"~90,81 triệu/m²",88.1,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,3
Thỏa thuận,,70.0,Hoài Đức,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,6
"22,9 tỷ","~208,18 triệu/m²",110.0,Đống Đa,8 tầng,29 phòng,29 phòng,0,0.0,1,1,2025-03-04,26
"4,15 tỷ","~56,08 triệu/m²",74.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,12
"2,8 tỷ","~51,1 triệu/m²",54.8,Nam Từ Liêm,,1 phòng,2 phòng,0,0.0,1,0,2025-03-04,12
"22,8 tỷ",~228 triệu/m²,100.0,Cầu Giấy,7 tầng,21 phòng,21 phòng,0,6.8,1,1,2025-03-04,3
Thỏa thuận,,49.9,Đông Anh,,1 phòng,1 phòng,1,0.0,1,1,2025-03-04,25
239 tỷ,"~298,75 triệu/m²",800.0,Bắc Từ Liêm,8 tầng,,,0,18.0,1,0,2025-03-04,1
"5,65 tỷ","~53,81 triệu/m²",105.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,12
3 tỷ,"~48,22 triệu/m²",62.2,Long Biên,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,10
"31,8 tỷ","~128,23 triệu/m²",248.0,Nam Từ Liêm,3 tầng,7 phòng,6 phòng,0,11.0,1,1,2025-03-04,12
"18,6 tỷ",~248 triệu/m²,75.0,Tây Hồ,5 tầng,5 phòng,5 phòng,1,0.0,1,1,2025-03-04,23
90 triệu/m²,"~6,48 tỷ",72.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,20
"5,5 tỷ","~85,94 triệu/m²",64.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-03-04,20
6 tỷ,"~54,54 triệu/m²",110.0,Hà Đông,,2 phòng,3 phòng,0,0.0,1,0,2025-03-04,9
Thỏa thuận,,124.3,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,12
"6,5 tỷ","~166,67 triệu/m²",39.0,Nam Từ Liêm,5 tầng,4 phòng,4 phòng,0,4.0,1,1,2025-03-04,12
"8,7 tỷ","~82,08 triệu/m²",106.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,20
"6,48 tỷ","~185,14 triệu/m²",35.0,Hai Bà Trưng,5 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-04,5
15 tỷ,"~230,77 triệu/m²",65.0,Hai Bà Trưng,6 tầng,12 phòng,12 phòng,0,4.5,1,1,2025-03-04,5
58 tỷ,"~527,27 triệu/m²",110.0,Tây Hồ,10 tầng,,,0,9.0,1,1,2025-03-04,23
"15,3 tỷ","~294,23 triệu/m²",52.0,Thanh Xuân,6 tầng,,,0,0.0,1,0,2025-03-04,20
"7,9 tỷ","~219,44 triệu/m²",36.0,Bắc Từ Liêm,6 tầng,4 phòng,8 phòng,1,4.0,1,1,2025-03-04,1
"8,1 tỷ","~197,56 triệu/m²",41.0,Hoàng Mai,7 tầng,6 phòng,6 phòng,0,4.5,1,1,2025-03-04,8
Thỏa thuận,,76.9,Thanh Trì,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,19
"20,8 tỷ","~253,66 triệu/m²",82.0,Long Biên,6 tầng,4 phòng,3 phòng,1,5.0,1,1,2025-03-04,10
"13,9 tỷ","~169,51 triệu/m²",82.0,Tây Hồ,4 tầng,5 phòng,5 phòng,1,8.0,1,0,2025-03-04,23
"10,5 tỷ","~262,5 triệu/m²",40.0,Thanh Xuân,,,,0,0.0,0,0,2025-03-04,20
Thỏa thuận,,127.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,9
"5,6 tỷ","~48,7 triệu/m²",115.0,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,0,2025-03-04,1
Thỏa thuận,,128.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-03-04,9
21 tỷ,"~233,33 triệu/m²",90.0,Gia Lâm,,,,0,7.5,1,1,2025-03-04,4
"7,45 tỷ","~137,96 triệu/m²",54.0,Hà Đông,3 tầng,2 phòng,3 phòng,0,4.8,1,1,2025-03-04,9
"12,9 tỷ",~258 triệu/m²,50.0,Long Biên,5 tầng,4 phòng,4 phòng,0,5.0,1,0,2025-03-04,10
"2,3 tỷ","~53,49 triệu/m²",43.0,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,0,2025-03-04,4
"15,3 tỷ","~379,65 triệu/m²",40.3,Tây Hồ,6 tầng,,,0,4.0,1,1,2025-03-04,23
5 tỷ,"~55,56 triệu/m²",90.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-03-04,8
Thỏa thuận,,30.0,Gia Lâm,,1 phòng,1 phòng,0,0.0,1,0,2025-03-04,4
5 tỷ,"~60,24 triệu/m²",83.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-04,12
12 tỷ,~250 triệu/m²,48.0,Hà Đông,5 tầng,,,0,0.0,1,0,2025-03-04,9
